CustomerID,CustomerName,Region,SubscriptionType,SubscriptionStart,SubscriptionEnd,Canceled,Revenue,Duration_Months 
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1994,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1268,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,1118,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2097,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2951,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2318,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1693,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1819,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,2217,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1545,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,1358,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1140,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2138,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2522,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,1602,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2624,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1700,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1933,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2431,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1167,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2522,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1285,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2126,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2862,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2879,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1974,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1722,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1922,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1592,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1148,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2680,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2734,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2914,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1124,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2145,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1642,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,2094,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1887,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2602,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2633,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2191,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1131,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2380,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1283,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,1327,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2301,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,2259,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1976,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,2121,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1509,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2296,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2798,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2049,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1089,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,1557,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2279,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1028,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1910,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2168,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1743,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1912,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2508,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2472,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1488,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2096,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1557,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1923,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1431,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1057,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2450,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2362,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2557,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2092,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1884,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2829,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2428,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1326,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2198,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2926,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2765,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2606,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1236,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,1959,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1911,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,1021,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2732,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,2505,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1071,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1231,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1808,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2156,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2813,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1969,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1108,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2534,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1134,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,2690,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1098,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,1818,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1913,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1862,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2466,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2264,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2012,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1697,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1316,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1127,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1727,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2091,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2691,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1243,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1796,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2008,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2781,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2850,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,2821,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1170,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2638,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2791,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1884,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2715,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2579,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1130,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2160,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2722,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1417,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1798,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1958,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2875,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,1600,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1918,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1581,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2762,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1575,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1629,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2489,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,1140,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1104,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2044,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2811,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,1097,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1979,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2535,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2244,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1903,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2816,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1876,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2724,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2701,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2965,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2532,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2440,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2292,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2255,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1392,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1078,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,1664,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2874,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1666,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1688,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,1489,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2421,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2565,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2837,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1089,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2868,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,2674,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1706,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2117,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1585,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1697,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1048,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,1156,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1632,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1421,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2542,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2958,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2229,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1700,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1483,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,1499,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2284,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2647,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1386,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1752,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2654,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1678,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1075,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2724,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2129,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2844,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2120,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,1374,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2494,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,2247,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1502,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,1815,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2512,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1178,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2451,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,1364,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1786,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2563,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2473,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,2455,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1881,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1529,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2810,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,1997,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2757,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1762,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2693,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,1773,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2052,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,2288,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1305,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2124,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2061,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1226,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1001,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,1282,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2297,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2481,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2754,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1101,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1717,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1192,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1138,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2326,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1804,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1311,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2152,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2443,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1987,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1993,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1678,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2045,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1022,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2807,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1736,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2590,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2223,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,1484,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2218,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1981,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1918,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,2315,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2922,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,1234,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1568,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2290,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2209,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,1110,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2392,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1358,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1568,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2265,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1190,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2053,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2751,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,1496,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1231,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,1154,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1824,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,2906,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1035,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1115,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1405,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2843,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1114,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2441,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2171,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,1126,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2623,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1914,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1355,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,1653,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2386,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1069,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2362,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2303,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2028,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,1128,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2088,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1897,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2812,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1913,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1008,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,1440,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2616,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1187,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1677,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1362,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,2964,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1091,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,1450,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2100,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2369,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1327,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2371,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1019,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2387,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1607,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1037,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1458,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1252,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2305,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,1753,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2014,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2650,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1255,12
